"AUXLR253.Code.or.Value","AUXLR253.Value.Description","AUXLR253.Count","AUXLR253.Cumulative","AUXLR253.Skip.to.Item"
"-12 to 70","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
