"AUDTYL22.Code.or.Value","AUDTYL22.Value.Description","AUDTYL22.Count","AUDTYL22.Cumulative","AUDTYL22.Skip.to.Item"
"0 to 2.44","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
