"OHQ610.Code.or.Value","OHQ610.Value.Description","OHQ610.Count","OHQ610.Cumulative","OHQ610.Skip.to.Item"
"1","Yes",398,398,NA
"2","No",3081,3479,NA
"7","Refused",0,3479,NA
"9","Don't know",2,3481,NA
".","Missing",6094,9575,NA
