"AUXLR255.Code.or.Value","AUXLR255.Value.Description","AUXLR255.Count","AUXLR255.Cumulative","AUXLR255.Skip.to.Item"
"-10 to 57","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
