"RHQ556.Code.or.Value","RHQ556.Value.Description","RHQ556.Count","RHQ556.Cumulative","RHQ556.Skip.to.Item"
"11 to 85","Range of Values",295,295,NA
"777","Refused",0,295,NA
"999","Don't know",11,306,NA
".","Missing",3291,3597,NA
