"AUXRR139.Code.or.Value","AUXRR139.Value.Description","AUXRR139.Count","AUXRR139.Cumulative","AUXRR139.Skip.to.Item"
"-15 to 50","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
