"OHQ134.Code.or.Value","OHQ134.Value.Description","OHQ134.Count","OHQ134.Cumulative","OHQ134.Skip.to.Item"
"1","Yes",116,116,NA
"2","No",440,556,NA
"7","Refused",0,556,NA
"9","Don't know",4,560,NA
".","Missing",9038,9598,NA
