"TYXP143.Code.or.Value","TYXP143.Value.Description","TYXP143.Count","TYXP143.Cumulative","TYXP143.Skip.to.Item"
"-294 to 23","Range of Values",7038,7038,NA
".","Missing",1431,8469,NA
