"VIQ010.Code.or.Value","VIQ010.Value.Description","VIQ010.Count","VIQ010.Cumulative","VIQ010.Skip.to.Item"
"1","Yes",5030,5030,""
"2","No",9,5039,"VIQ071"
"7","Refused",0,5039,""
"9","Don't know",0,5039,""
".","Missing",2,5041,""
