"AUXRR101.Code.or.Value","AUXRR101.Value.Description","AUXRR101.Count","AUXRR101.Cumulative","AUXRR101.Skip.to.Item"
"-78 to 45","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
