"AUXLR231.Code.or.Value","AUXLR231.Value.Description","AUXLR231.Count","AUXLR231.Cumulative","AUXLR231.Skip.to.Item"
"-32 to 57","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
