"AUDTYL80.Code.or.Value","AUDTYL80.Value.Description","AUDTYL80.Count","AUDTYL80.Cumulative","AUDTYL80.Skip.to.Item"
"0 to 0.41","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
