"AUDTYL38.Code.or.Value","AUDTYL38.Value.Description","AUDTYL38.Count","AUDTYL38.Cumulative","AUDTYL38.Skip.to.Item"
"0 to 2.22","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
