"AUDTYR17.Code.or.Value","AUDTYR17.Value.Description","AUDTYR17.Count","AUDTYR17.Cumulative","AUDTYR17.Skip.to.Item"
"0 to 1.41","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
