"AUDTYL05.Code.or.Value","AUDTYL05.Value.Description","AUDTYL05.Count","AUDTYL05.Cumulative","AUDTYL05.Skip.to.Item"
"0 to 2.03","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
