"SMQ815.Code.or.Value","SMQ815.Value.Description","SMQ815.Count","SMQ815.Cumulative","SMQ815.Skip.to.Item"
"1","Today",32,32,NA
"2","Yesterday",21,53,NA
"3","3 to 5 days ago",11,64,NA
"7","Refused",0,64,NA
"9","Don't know",0,64,NA
".","Missing",6916,6980,NA
