"AUXLR161.Code.or.Value","AUXLR161.Value.Description","AUXLR161.Count","AUXLR161.Cumulative","AUXLR161.Skip.to.Item"
"-25 to 42","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
