"AUXRR212.Code.or.Value","AUXRR212.Value.Description","AUXRR212.Count","AUXRR212.Cumulative","AUXRR212.Skip.to.Item"
"-110 to 64","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
