"AUXLR235.Code.or.Value","AUXLR235.Value.Description","AUXLR235.Count","AUXLR235.Cumulative","AUXLR235.Skip.to.Item"
"-13 to 76","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
