"OHQ580.Code.or.Value","OHQ580.Value.Description","OHQ580.Count","OHQ580.Cumulative","OHQ580.Skip.to.Item"
"1","Yes",123,123,""
"2","No",2620,2743,"OHQ592"
"7","Refused",0,2743,""
"9","Don't know",22,2765,"OHQ592"
".","Missing",7005,9770,""
