"PAQ655.Code.or.Value","PAQ655.Value.Description","PAQ655.Count","PAQ655.Cumulative","PAQ655.Skip.to.Item"
"1 to 7","Range of Values",1857,1857,""
"77","Refused",0,1857,"PAQ665"
"99","DON'T KNOW",0,1857,"PAQ665"
".","Missing",7502,9359,""
