"CBQ580.Code.or.Value","CBQ580.Value.Description","CBQ580.Count","CBQ580.Cumulative","CBQ580.Skip.to.Item"
"1","Yes",1628,1628,""
"2","No",3617,5245,"CBQ590"
"7","Refused",0,5245,"CBQ590"
"9","Don't know",40,5285,"CBQ590"
".","Missing",4890,10175,""
