"TYXP118.Code.or.Value","TYXP118.Value.Description","TYXP118.Count","TYXP118.Cumulative","TYXP118.Skip.to.Item"
"-292 to 48","Range of Values",8385,8385,NA
".","Missing",84,8469,NA
