"TYXP216.Code.or.Value","TYXP216.Value.Description","TYXP216.Count","TYXP216.Cumulative","TYXP216.Skip.to.Item"
"-296 to -21","Range of Values",365,365,NA
".","Missing",8104,8469,NA
