"CIQD028.Code.or.Value","CIQD028.Value.Description","CIQD028.Count","CIQD028.Cumulative","CIQD028.Skip.to.Item"
"1","Yes",38,38,NA
"2","No",70,108,NA
"7","Refuse",0,108,NA
"9","Don't know",1,109,NA
".","Missing",669,778,NA
