"RHQ340.Code.or.Value","RHQ340.Value.Description","RHQ340.Count","RHQ340.Cumulative","RHQ340.Skip.to.Item"
"21 to 70","Range of Values",26,26,NA
"777","Refused",0,26,NA
"999","Don't know",0,26,NA
".","Missing",3538,3564,NA
