"AUDTYR42.Code.or.Value","AUDTYR42.Value.Description","AUDTYR42.Count","AUDTYR42.Cumulative","AUDTYR42.Skip.to.Item"
"0 to 3.5","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
