"AUXRR122.Code.or.Value","AUXRR122.Value.Description","AUXRR122.Count","AUXRR122.Cumulative","AUXRR122.Skip.to.Item"
"-43 to 68","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
