"AUDTYL16.Code.or.Value","AUDTYL16.Value.Description","AUDTYL16.Count","AUDTYL16.Cumulative","AUDTYL16.Skip.to.Item"
"0 to 1.97","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
