"AUXRR119.Code.or.Value","AUXRR119.Value.Description","AUXRR119.Count","AUXRR119.Cumulative","AUXRR119.Skip.to.Item"
"-39 to 75","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
