"CIQD112.Code.or.Value","CIQD112.Value.Description","CIQD112.Count","CIQD112.Cumulative","CIQD112.Skip.to.Item"
"5 to 33","Range of Values",21,21,NA
"77","Refuse",0,21,NA
"99","Don't know",3,24,NA
".","Missing",904,928,NA
