"CIQD095.Code.or.Value","CIQD095.Value.Description","CIQD095.Count","CIQD095.Cumulative","CIQD095.Skip.to.Item"
"1","A lot",35,35,""
"2","Some",39,74,""
"3","A little",25,99,""
"4","Not at all",7,106,"CIQD109"
"7","Refused",0,106,""
"9","Don't know",0,106,""
".","Missing",672,778,""
