"CIQD088.Code.or.Value","CIQD088.Value.Description","CIQD088.Count","CIQD088.Cumulative","CIQD088.Skip.to.Item"
"1","Yes",28,28,NA
"2","No",1,29,NA
"7","Refuse",0,29,NA
"9","Don't know",1,30,NA
".","Missing",820,850,NA
