"PAQ710.Code.or.Value","PAQ710.Value.Description","PAQ710.Count","PAQ710.Cumulative","PAQ710.Skip.to.Item"
"0","Less than 1 hour,",1208,1208,NA
"1","1 hour,",1776,2984,NA
"2","2 hours,",2489,5473,NA
"3","3 hours,",1473,6946,NA
"4","4 hours, or",985,7931,NA
"5","5 hours or more, or",1272,9203,NA
"8","{You don't/SP does not} watch TV or videos",241,9444,NA
"77","Refused",1,9445,NA
"99","Don't know",3,9448,NA
".","Missing",36,9484,NA
