"TYXP215.Code.or.Value","TYXP215.Value.Description","TYXP215.Count","TYXP215.Cumulative","TYXP215.Skip.to.Item"
"-299 to -22","Range of Values",442,442,NA
".","Missing",8027,8469,NA
