"AUDTYR61.Code.or.Value","AUDTYR61.Value.Description","AUDTYR61.Count","AUDTYR61.Cumulative","AUDTYR61.Skip.to.Item"
"0 to 1.88","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
