"AUDTYR36.Code.or.Value","AUDTYR36.Value.Description","AUDTYR36.Count","AUDTYR36.Cumulative","AUDTYR36.Skip.to.Item"
"0 to 1.97","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
