"SMQ830.Code.or.Value","SMQ830.Value.Description","SMQ830.Count","SMQ830.Cumulative","SMQ830.Skip.to.Item"
"1 to 5","Range of Values",24,24,NA
"7","Refused",0,24,NA
"9","Don't know",0,24,NA
".","Missing",6955,6979,NA
