"AUXRR267.Code.or.Value","AUXRR267.Value.Description","AUXRR267.Count","AUXRR267.Cumulative","AUXRR267.Skip.to.Item"
"-21 to 114","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
