"AUXLR165.Code.or.Value","AUXLR165.Value.Description","AUXLR165.Count","AUXLR165.Cumulative","AUXLR165.Skip.to.Item"
"-15 to 67","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
