"AUXLR130.Code.or.Value","AUXLR130.Value.Description","AUXLR130.Count","AUXLR130.Cumulative","AUXLR130.Skip.to.Item"
"-21 to 55","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
