"TYXP041.Code.or.Value","TYXP041.Value.Description","TYXP041.Count","TYXP041.Cumulative","TYXP041.Skip.to.Item"
"-28 to 174","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
