"DUQ300.Code.or.Value","DUQ300.Value.Description","DUQ300.Count","DUQ300.Cumulative","DUQ300.Skip.to.Item"
"12 to 49","Range of Values",62,62,NA
"6","6 years or under",0,62,NA
"777","Refused",0,62,NA
"999","Don't know",0,62,NA
".","Missing",4781,4843,NA
