"AUXLR245.Code.or.Value","AUXLR245.Value.Description","AUXLR245.Count","AUXLR245.Cumulative","AUXLR245.Skip.to.Item"
"-25 to 63","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
