"AUDTYL81.Code.or.Value","AUDTYL81.Value.Description","AUDTYL81.Count","AUDTYL81.Cumulative","AUDTYL81.Skip.to.Item"
"0 to 0.44","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
