"AUXLR264.Code.or.Value","AUXLR264.Value.Description","AUXLR264.Count","AUXLR264.Cumulative","AUXLR264.Skip.to.Item"
"-14 to 116","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
