"RHQ150.Code.or.Value","RHQ150.Value.Description","RHQ150.Count","RHQ150.Cumulative","RHQ150.Skip.to.Item"
"1 to 10","Range of Values",262,262,NA
"77","Refused",0,262,NA
"99","Don't know",2,264,NA
".","Missing",3253,3517,NA
