"AUXRR273.Code.or.Value","AUXRR273.Value.Description","AUXRR273.Count","AUXRR273.Cumulative","AUXRR273.Skip.to.Item"
"-30 to 114","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
