"AUXLR125.Code.or.Value","AUXLR125.Value.Description","AUXLR125.Count","AUXLR125.Cumulative","AUXLR125.Skip.to.Item"
"-27 to 55","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
