"TYXP245.Code.or.Value","TYXP245.Value.Description","TYXP245.Count","TYXP245.Cumulative","TYXP245.Skip.to.Item"
"-299 to -25","Range of Values",167,167,NA
".","Missing",8302,8469,NA
