"AUXRR115.Code.or.Value","AUXRR115.Value.Description","AUXRR115.Count","AUXRR115.Cumulative","AUXRR115.Skip.to.Item"
"-47 to 79","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
