"LBD074LC.Code.or.Value","LBD074LC.Value.Description","LBD074LC.Count","LBD074LC.Cumulative","LBD074LC.Skip.to.Item"
"0","detectable result",1898,1898,NA
"1","below detectable limit",0,1898,NA
".","Missing",387,2285,NA
