"AUDTYL16.Code.or.Value","AUDTYL16.Value.Description","AUDTYL16.Count","AUDTYL16.Cumulative","AUDTYL16.Skip.to.Item"
"0 to 2.31","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
