"VIQ010.Code.or.Value","VIQ010.Value.Description","VIQ010.Count","VIQ010.Cumulative","VIQ010.Skip.to.Item"
"1","Yes",7266,7266,"VIQ031"
"2","No",1,7267,""
"7","Refused",0,7267,""
"9","Don't know",0,7267,""
".","Missing",0,7267,""
