"RHQ010.Code.or.Value","RHQ010.Value.Description","RHQ010.Count","RHQ010.Cumulative","RHQ010.Skip.to.Item"
"7 to 22","Range of Values",3230,3230,""
"0","Hasn't started yet",51,3281,"End of Section"
"777","Refused",0,3281,""
"999","Don't know",25,3306,""
".","Missing",312,3618,""
