"AUXLR281.Code.or.Value","AUXLR281.Value.Description","AUXLR281.Count","AUXLR281.Cumulative","AUXLR281.Skip.to.Item"
"-11 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
