"OHQ895.Code.or.Value","OHQ895.Value.Description","OHQ895.Count","OHQ895.Cumulative","OHQ895.Skip.to.Item"
"1","Within past year",500,500,NA
"2","Between 1 and 3 years ago",187,687,NA
"3","Over 3 years ago",152,839,NA
"7","Refused",0,839,NA
"9","Don't know",5,844,NA
".","Missing",8053,8897,NA
