"AUDTYL48.Code.or.Value","AUDTYL48.Value.Description","AUDTYL48.Count","AUDTYL48.Cumulative","AUDTYL48.Skip.to.Item"
"0 to 2.53","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
