"AUXRR143.Code.or.Value","AUXRR143.Value.Description","AUXRR143.Count","AUXRR143.Cumulative","AUXRR143.Skip.to.Item"
"-56 to 52","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
