"AUXRR144.Code.or.Value","AUXRR144.Value.Description","AUXRR144.Count","AUXRR144.Cumulative","AUXRR144.Skip.to.Item"
"-10 to 44","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
