"AUXRR165.Code.or.Value","AUXRR165.Value.Description","AUXRR165.Count","AUXRR165.Cumulative","AUXRR165.Skip.to.Item"
"-10 to 58","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
