"DBD103.Code.or.Value","DBD103.Value.Description","DBD103.Count","DBD103.Cumulative","DBD103.Skip.to.Item"
"1 to 212","Range of Values",8688,8688,NA
"0","Never",1115,9803,NA
"66666","Less than monthly",305,10108,NA
"77777","Refused",4,10112,NA
"99999","Don't know",11,10123,NA
".","Missing",916,11039,NA
