"AUXLR251.Code.or.Value","AUXLR251.Value.Description","AUXLR251.Count","AUXLR251.Cumulative","AUXLR251.Skip.to.Item"
"-22 to 58","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
