"AUDTYR71.Code.or.Value","AUDTYR71.Value.Description","AUDTYR71.Count","AUDTYR71.Cumulative","AUDTYR71.Skip.to.Item"
"0 to 0.44","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
